,0,1
463,Bây h màu cam ko ạ,"Chào chị, Chị có thể thông tin khu vực của chị để em kiểm tra hàng giúp chị ạ. Mong phản hồi từ chị."
464,Mình muốn con này trả góp... Đưa trước bao nhiu vậy ạ,"Chào anh Hiện công ty tài chính HOME Credit hỗ trợ trả trước 10.495.000₫ (50%) ,góp mỗi tháng 1.374.500₫ ,số tháng góp là 8 tháng ,lãi suất 0% với điều kiện đủ 20-60 tuổi có CMND Bằng lái xe / hộ khẩu. Nếu anh đồng ý với gói trả góp này có thể cho em xin thông tin số điện thoại để bên em tư vấn hỗ trợ anh được không ạ? Mong nhận được phản hồi từ anh"
465,Nên update ios 12.1.4 bây giờ không AD?,"Chào anh, Hiện tại hệ điều hành này thì đã khá ổn định, nên anh có thể cập nhật lên thì cũng được anh nhé, lưu ý là khi đã cập nhật thì sẽ không còn được hỗ trợ hạ cấp nha. Chia sẻ cùng anh!"
466,Da cho em hoi . Cmnd voi ( ho khau photo cong chung hay so ho khau khoc vay a),"Chào anh, Trường hợp này thì anh có thể sử dụng hộ khẩu  gốc hoặc hộ khẩu photo công chứng đều được anh nha. Nhưng với hộ khẩu (có tên trong hộ khẩu) photo của anh thì anh cần phải photo nguyên cuốn công chứng không quá 3 tháng thì bên em mới hỗ trợ cho anh mua trả góp được đó ạ. Nếu hộ khẩu (có tên trong hộ khẩu) của anh đủ điều kiện trên thì anh có thể cho em thông tin về số tiền anh có thể trả trước và số tháng anh muốn góp để bên em có thể tư vấn cho anh một gói trả góp phù hợp anh... Xem tiếp ▾"
467,Máy coi đc youtube 1080p60 ko ạ?,"Chào anh, Dạ iphone XR vẫn xem được youtube 1080p60, còn tuỳ vào video có chất lượng như thế nào anh nha. Thông tin đến anh."
468,có ip xr trải nghiệm ở hương khê-hà tĩnh không b?,"Chào anh, Hiện Điện thoại iPhone Xr 64GB không có hàng trải nghiệm ở khu vực trên ạ. Mong anh thông cảm ạ. Thông tin đến anh ạ."
469,Cho hỏi mình mua máy iphone bên TGDĐ nếu hết 1 tháng 1 đổi 1 mà máy lỗi thì mình có được đổi sản phẩm khác của apple không hay chỉ được bảo hành sửa chữa và thay thế linh kiện ạ,"Chào anh, Sau 1 tháng thì nếu máy có lỗi sẽ được chuyển hàng kiểm tra và sửa chữa. Kết quả sửa chữa ( đổi máy,....) thì khi nào kiểm tra xong hãng sẽ báo cho anh ạ. Thông tin đến anh ạ."
470,Giá 19.490.000 mua mastercard giảm thêm 2.000.000 còn 17.490.000 phải kg vậy .,"Chào chị ! Dạ giá sốc online 19.490.000đ không áp dụng giảm 2 triệu thanh toán qua Mastercard ạ, mong chị thông cảm nha, chỉ khi chị mua giá gốc 20.990.000đ thì thanh toán qua thẻ Mastercard mới được giảm 2 triệu ạ. Thông tin đến chị."
471,"Mình là chủ hộ và trong hộ khẩu ng thân chỉ có số điện thoại bà ngoại , không có đến 2 số thuê bao người thân , như vậy có trả góp được k ???","Chào anh ! Trường hợp này khi công ty tài chính gọi điện anh làm hồ sơ, thì anh vui lòng cung cấp số điện thoại người thân từ 2 đến 3 số theo yêu cầu của công ty tài chính ạ, có thể sẽ yêu cầu số của ba/mẹ anh, anh/chị của anh hoặc em của anh nha. Thông tin đến anh."
472,Cho minh? Minh đinh mua tra gop 10% iphone xr khong 10 ngay minh tra them 60% co dc ko,"Chào chị, Dạ với sản phẩm trên thì chị có thể trả trước 10% và đến thời hạn trả góp thì chị có thể trả góp nhiều tháng một lúc được đó chị nhé. Thông tin đến chị!"
473,"Cho mình hỏi q11,10,5 có hàng trải nghiệm ko ak?","Chào anh  Dạ, siêu thị tại Thegioididong.com quận 11, 10, 5 có hàng trải nghiệm ạ.  Anh vui lòng ghé siêu thị Thegioididong.com để trải nghiệm ạ.  Chia sẻ cùng anh!"
474,Sao không đặt hàng online màu đỏ ở đồng nai đc vậy,"Chào anh,  dạ với sản phẩm Điện thoại iPhone Xr 64GB màu đỏ này anh đang quan tâm thì bên em đã tạm hết hàng tại khu vực của anh rồi anh nha, nếu anh quan tâm sản phẩm anh có thể vui lòng cho em xin thông tin số điện thoại của anh để bên em hỗ trợ chuyển hàng về siêu thị khu vực gần anh từ 2-7 ngày anh nha Mong phản hồi từ anh"
475,Tối hôm qua em có đặt online trả góp Home Credit chiếc iphone XR với số thuê bao là xxxx378068. Em vẫn chưa thấy công ty tài chính liên lạc lại ạ.,"Chào anh,  dạ hiện tại thì hồ sơ của anh đang theo dõi, anh vui lòng đợi giúp em chút ít thời gian anh nha Thông tin đến anh"
476,Lào còn màu vàng khống ạ?,"Chào anh, Dạ sản phẩm này còn màu vàng ở siêu thị bên em anh ơi, nếu anh quan tâm sản phẩm vui lòng cho biết địa chỉ(tỉnh thành, quận huyện) của anh rồi siêu thị bên em sẽ kiểm tra sau đó hỗ trợ nhé. Mong phản hồi từ anh."
477,Nếu e đặt ngày 24 ngày 25 em lấy máy vẫn còn chương trình giá sóc ko ạ,"Chào anh ! Dạ nếu anh đặt online giá sốc 19.490.000đ thành công và xác nhận đơn hàng rồi thì ngày 25/2 anh nhận hàng bình thường, bên em hỗ trợ giữ hàng giá sốc trong 48h ạ. Thông tin đến anh."
478,Cho e hoi iPhone xr co chong nước ko Ac oi?,Chào anh Máy được trang bị chuẩn kháng nước IP67 anh nha . Thông tin đến anh .
479,Cho e hỏi là iphone mua ở nhật đt vẫn hỗ trơ chuyển sag tiếg việt phải ko ak?,"Chào bạn, Dạ vâng, iPhone thị trường Nhật vẫn cho phép sử dụng Tiếng Việt bạn nhé.  Xin thông tin đến bạn !"
480,"Nhận sản phẩm trong 48 giờ khi mua online là sao ạ? Là sau 48 giờ mới được nhận hàng hay nhận hàng trong vòng 48 giờ sau khi đặt, sau thời gian trên là không được nhận nữa, mình chưa hiểu ý này lắm...","Chào anh Chào Dạ, anh đặt hàng giá sốc thì anh vui lòng nhận hàng trong 48h tính từ khi đặt hàng thành công, sau 48h thì không nhận được anh nha.  Chia sẻ cùng anh!"
481,Mua onl thế này có khuyến mãi bảo hành mở rộng 2 năm không ad?,"Chào anh. Dạ anh mua online giá sốc 19.490.000₫ thì vẫn có gói mở rộng bảo hành 2 năm anh nha, Thông tin đến anh."
482,"Mình đang xài IP XR, khi có cuộc gọi đến, mình áp điện thoại vào tai thì màn hình tắt là đúng rồi, nhưng khi lấy điện thoại ra khỏi tai mà màn hình vẫn không sáng lên, khi nào bên kia tắt cuộc gọi thì màn hình mới sáng được, là sao bạn","Chào chị,  Dạ chị cho em hỏi là hiện máy mình có sử dụng dán màn hình không ạ? Có thể do miếng dán che đi cảm biến ạ Mong nhận được phản hồi từ chị!"
483,"Mua online giá 19.490, nếu thanh toán bằng thẻ master có được giảm thêm 2 triệu nữa ko ạ?",Chào anh  Hiện giá khuyến mãi online không áp dụng giảm 2 triệu bằng thẻ MasterCard nữa anh nhé. Xin gửi thông tin đến anh.
484,Mua online mà thanh toán qua thẻ mastercadr thì giảm còn bao nhiêu ạ?,"Chào anh,  Dạ với sản phẩm Điện thoại iPhone Xr 64GB này thì nếu như anh đặt mua giá sốc online qua thẻ thì giá sẽ là 19.490.000đ, nếu như anh mua sản phẩm này với giá thường thông qua thẻ tín dụng thì anh sẽ nhận được khuyến mãi Giảm 2 triệu khi thanh toán qua thẻ Mastercard anh nha, khuyến mãi này không kèm với giá sốc online ạ Thông tin đến anh"
485,Cho e hỏi điện thoại iphone xr để 24h hao pin 20% và không su dụng v có vấn đề gì không?,"Chào anh Hậu  Đối với dòng máy IPhone thì thời gian chờ trên máy là khá tốt, hiện nếu mình chỉ để yên không dùng gì, không bật ứng dụng chạy ngầm sau 24 tiêng máy tuột đến 20% pin, Anh có thể mang máy đến siêu thị Thegioididong bên em để kiểm tra lại thử xem sao anh nhé.  Xin thông tin đến anh"
486,Dạ cho em khỏi em mới mua máy này dừ muốn đổi sang máy x thường có được không ạ,"Chào anh Dạ . Nếu anh mua sản phẩm mới tại Thegioididong còn bảo hành (không bị lỗi , máy cũ , rơi nước và vỡ) sẽ hỗ trợ đổi trả ạ , anh cho em xin thông tin giá trị và ngày mua sản phẩm chi tiết em kiểm tra giúp anh nha ! Mong nhận phản hồi từ anh"
487,mình thanh toán qua thẻ visa đc km giảm 2tr k ạ,"Chào anh !  Dạ em rất tiếc là không được anh nha, bên em chỉ hỗ trợ cho thẻ Master thôi ạ. Thông tin đến anh !"
488,Em mún nghiệm iphone xr em ở tphcm quận bình thạnh ko biết khu vực nào có hàng trưng bày ạ,"Chào anh,  Dạ hiện tại sản phẩm iPhone Xr 64GB bên em có hàng trải nghiệm anh nhé, anh thông cảm ạ, sản phẩm có hàng tại  602/1 Điện Biên Phủ , P.22 , Q. Bình Thạnh, TP. Hồ Chí Minh và Điện Máy Xanh 561 Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Thành Phố Hồ Chí Minh anh nhé, anh có thể dành ít thời gian đến siêu thị để được tham khảo thêm thông tin sản phẩm ạ. Xin thông tin đến anh."
489,Tại sao XR lại rẻ hơn X ạ???,"Chào anh, Dạ, do chính sách kinh doanh của hãng thôi anh nhé. Thông tin đến anh."
490,Quảng trị viên cho mình hỏi ip xr dùng quay clip game 1080p60 có lag không bị giật khung hình của video không. Mong sớm được phản hồi,"Chào bạn, Dạ máy vừa chơi game vừa quay màn hình vẫn ổn không vấn đề gì bạn nhé. Xin thông tin đến bạn."
491,xin hỏi mình đang sống tại hà nội nhưng mua ip xr ở đà lạt thì có được bảo hành ở hà nội không,"Chào anh Dạ được ạ , anh có thể mang sản phẩm ra siêu thị bất kỳ , gần nhất để được hỗ trợ anh nha Thông tin đến anh"
492,"Ad cho em hỏi xíu, iphone XR TGDD kinh doanh là bản 1 Sim hay là bản 2 sim( 1 esim và 1 nano sim). Bữa trước em coi thấy để 1 nano sim. Bữa nay để 2 sim.","Chào anh,   Dạ với iPhone Xr được kinh doanh bên em thì là bản 1 sim Nano và eSim ạ.  Xin thông tin đến anh ạ !"
493,"iPhone xr được bảo hành 2 năm, năm thứ nhất là bảo hành theo hãng, vậy năm thứ Hai bảo hành như thế nào em?","Chào anh Bảo hành mở rộng điện thoại iPhone X, iPhone Xr, iPhone Xs, iPhone Xs Max là dịch vụ sửa chữa điện thoại iPhone X, iPhone Xr, iPhoneXs, iPhone Xs Max sau thời gian bảo hành chính thức của hãng Apple. Thời gian bắt đầu dịch vụ là từ ngày bắt đầu tháng thứ 13 tính từ ngày mua máy. Thời gian cung cấp dịch vụ là 12 tháng. Thông tin đến anh"
494,Mặt lưng ip xr làm bằng kính cường lực hay nhôm,"Chào anh , Dạ mặt lưng Iphone Xr là bằng kính cường lực anh nha. Thông tin đến anh."
495,Xin hỏi củ sạc hỗ trợ sạc nhanh bao nhiêu 5w hay 10w,"Chào bạn, Củ sạc đi kèm theo máy là 5W anh nha. Thông tin đến anh."
496,"Xin hỏi màng hình HD+ xem phim FULL HD có được không, có hỗ trợ chơi game độ phân giải HDR hay không. Tôi hỏi 2 câu nhé. Vui lòng tư vấn 2 câu hỏi giúp tôi","Chào bạn  Vui lòng cho mình biết bạn xem video trên ứng dụng nào để mình hỗ trợ được tốt hơn nhé. Theo mình biết HDR là chế độ cân bằng sáng, dùng dùng để đo độ phân giải ạ Xin thông tin đến anh"
497,Co hang de trai nghiem tại cua hang khong ak,Chào anh.  Dạ anh có thể thông tin rõ hơn về địa chỉ sinh sống để em có thể kiểm tra xem sản phẩm còn hàng tại khu vực không ạ.  Mong phản hồi từ anh. 
498,"Cho mình hỏi, nếu mua trả góp home thì cần tối thiểu bao nhiêu số điện thoại người thân vậy","Chào anh,  Dạ hiện tại anh cần cung cấp ít nhất 2 số điện thoại người thân anh nhé, tuy nhiên còn tùy vào công ty tài chính anh nhé, anh có thể vui lòng cho em xin độ tuổi, các giấy tờ: CMND hộ khẩu/ bằng lái xe, hóa đơn điện/ cáp/ nước hoặc hợp đồng lao động sao kê ( 3 tháng gần nhất). Số tiền anh có thể trả trước (0-80%) và số tháng anh muốn góp là bao nhiêu để bên em hỗ trợ anh nha.  Mong phản hồi từ anh."
499,ip XR có bị hở viền ko,"Chào anh Dạ bên em chưa có thông tin chính thức về lỗi này từ hãng ạ, dạ anh quan tâm sản phẩm thì có thể ra siêu thị để trải nghiệm sản phẩm trực tiếp anh nha, sau đó anh có thể quyết định chọn mua sản phẩm ưng ý nhất hoặc không mua củng không sao ạ  Thông tin đến anh"
500,Cho hỏi nếu mua điện thoại ở hà nội. Mình muốn bảo hành tại cửa hàng ở hạ long có đc hay không ?,"Chào anh Dạ được ạ, anh có thể mang sản phẩm ra siêu thị bất kỳ , gần nhất để được hỗ trợ anh nha Thông tin đến anh"
501,Cho hỏi nếu mua hàng trên hà nội . Mình ở quảng ninh có đc bảo hành tại các điểm giao dịch trên địa bàn của thành phố hạ long không ?,"Chào anh Dạ được ạ, anh mua hàng tại Thegioididong.com thì anh có thể mang sản phẩm ra siêu thị bất kỳ , gần nhất để được hỗ trợ anh nha Thông tin đến anh"
502,Thanh toán qua thẻ mattercard là như nào vậy bạn? Mình thanh toán 100% qua thẻ thông thường có đc giảm giá gì không vậy ?,Chào anh Dạ . Không biết anh muốn góp hay trả thẳng ạ . Mong nhận phản hồi từ anh 
503,Mình muốn hỏi muốn đổi xs max 64 xuống xr vàng ( máy vẫn còn bảo hành) thì định giá máy mình bao nhiêu,"Chào anh.  Dạ bên em có hỗ trợ thu lại máy với điều kiện máy mua tại siêu thị Thegioididong.com , không bị lỗi người dùng, vẫn còn trong thời hạn bảo hành 12 tháng, anh vui lòng thông tin về giá khi mua sản phẩm và ngày mua chính xác em có thể kiểm tra và hỗ trợ tính giá thu lại ạ  Mong phản hồi từ anh. "
504,Em mua tra góp 0% san pham iphone Xr thi có duoc áp dụng giảm 2tr khi su dung the master nha ko ạ?,"Dạ chào chị  Trường hợp này với sản phẩm  iPhone Xr 64GB, để được khuyến mãi ""Giảm 2 triệu khi thanh toán qua thẻ Mastercard"" thì chị có thể mua trả góp lãi suất 0% với hình thức thẻ Mastercard chị nhé, tuy nhiên chị cần thanh toán 100% giá máy trong hạn mức thể của mình thì mới được áp dụng khuyến mãi này ạ Thông tin đến chị."
505,E muốn bán lại ip xr 64g thì mua lại giá bao nhiu ạ,"Chào chị,  Dạ bên em hỗ trợ thu/ đổi sản phẩm mua mới tại siêu thị, còn hạn bảo hành, không bị lỗi từ người dùng (rơi vỡ, va đập mạnh,...) máy đang không trả góp chị nha. Nếu sản phẩm mình phù hợp với những điều kiện trên chị vui lòng cho em xin thời gian mua cũng như giá lúc mua sản phẩm để em hỗ trợ mình chị nha.  Mong phản hồi từ chị."
506,Ở tiền giang tgdd nào đc trải ngiệm thực tế v ad,"Chào anh, Rất tiếc Điện thoại iPhone Xr 64GB hiện không có hàng trưng bày trải nghiệm tại khu vực Tiền Giang anh nha. Anh thông cảm nhé. Thông tin đến anh !"
507,Thẻ mastercard là thẻ như thế nào?,"Chào anh, Dạ Visa card và mastercard là 2 loại thẻ thanh toán Quốc Tế, cũng là 1 trong các loại thẻ Ngân hàng phát hành nhằm mục đích phục vụ khách hàng thanh toán, mua sắm và được chia làm 2 loại thẻ chính là thẻ ghi nợ debit card và thẻ tín dụng credit card. Thẻ ghi nợ debit card giới hạn bạn mua sắm, chi tiêu dựa trên số tiền bạn có trong tài khoản Ngân hàng còn thẻ tín dụng credit card lại cho phép anh “vay tạm” tiền của Ngân hàng để mua sắm, sử dụng trong 1 hạn mức nhất định và anh phải... Xem tiếp ▾"
508,Iphone xr có hỗ trợ sạc nhanh khômg ad,Chào anh  Điện thoại iPhone Xr có hỗ trợ sạc nhanh anh nha . Thông tin đến anh .
509,Giảm 2tr khi thanh toán bằng mastercard là như nào vậy tgdd. Tức là máy còn 18tr900 đúng k ?,"Chào anh Dạ đúng ạ, anh có thẻ mastercard thì có thể thanh toán để được hưởng ưu đãi này anh nha Thông tin đến anh"
510,Con này vs galaxy note 9 cái nào chụp ảnh đẹp hơn ad. Đang phân vân k bik mua con nào,"Chào anh  Theo trải nghiệm cá nhân của mình thì Camera của Điện thoại iPhone Xr 64GB chụp tốt hơn , tuy nhiên Note 9 cũng không hề thua kém , đây là 1 siêu phẩm nên để khách quan hơn , anh nên đến Thegioididong để trải nghiệm thực tế anh nha . Thông tin đến anh ."
511,Đt này có hỗ trợ 2 sim không ạ?,"Chào bạn, Máy hỗ trợ 2 sim (Nano SIM & eSIM) bạn nhé. Thông tin đến bạn !"
512,Đổi từ 7 plus lên XR bù bao nhiêu ạ?,"Chào chị, Nếu sản phẩm mua mới bên em, còn thời gian bảo hành và không có lỗi do người sử dụng thì bên em hỗ trợ thu lại sản phẩm và hoàn tiền lại chị nha, không biết chị có thể vui lòng cung cấp số điện thoại mua hàng sản phẩm để bên em hỗ trợ kiểm tra giúp chị được không ạ Mong nhận phản hồi từ chị"
513,Mang sang Nhật có sử dụng được ko ạ,"Chào chị, Sản phẩm này chị mang sang Nhật vẫn sử dụng được nhé, chỉ cần băng tần nhà mạng Nhật phù hợp là máy sẽ dùng được SIM nhà mạng đó nha. Xin thông tin đến chị!"
514,dạ e muốn trả trc 2tr và trả góp 6t ạ đc ko ah,"Chào anh  Anh vui lòng cho em biết hiện anh đang ở khu vực cụ thể nào (( thành phố(quận); tỉnh (huyện, xã)) để em có thể tìm siêu thị còn hàng gần nơi anh nhất trước khi tư vấn gói lãi suất phù hợp được không ạ? Mong nhận phản hồi từ anh."
515,QTV cho mình hỏi: ở quận bình thạnh cửa hàng nào còn ip xr 64GB?,"Chào anh, Dạ sản phẩm này còn ở siêu thị bên em tại 2 nơi ở Bình Thạnh anh ơi, cụ thể các nơi như sau: 602/1 Điện Biên Phủ , P.22 , Q. Bình Thạnh, TP. Hồ Chí Minh Điện Máy Xanh 561 Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh Thân gửi đến anh."
516,QTV cho mình hỏi: Ở quận 9 và bình thạnh những cửa hàng nào còn ip xr 64gb? Cảm ơn QTV trước luôn nha,"Chào anh Đạt Dạ, hai quận này còn hàng nhiều ạ.  Không biết mình ở phường/xã nào để em tìm hàng gần mình nhất ạ.  Mong nhận phản hồi sớm từ anh."
517,Cho hỏi máy iPhone này chụp hình đẹp ko ạ,"Thân chào anh, iphone xr chụp hình đẹp nha anh."
518,Nên mua Xr hay X,"Chào anh. Dạ đối với iPhone X và iPhone Xr 64GB thì cả hai đều có điểm riêng anh nhé. Nếu mình thích màn hình rộng, pin nhỉnh hơn 1 tí thì iPhone Xr có thể hỗ trợ anh tốt hơn nha anh. Tuy nhiên đổi với iPhone X thì thiết kể nhỏ gọn hơn anh nhé. Tuy nhiên tuỳ vào nhu cầu cũng như sở thích mà máy hỗ trợ anh tốt nhất nha anh. Anh có thể dành ít thời gian ghé siêu thị để bên em hỗ trợ cũng như mình dược trải nghiệm thực tế máy anh nhé. Xin chia sẻ thông tin đến anh."
519,em ở bến lức long an e mua có cần phải trả trc hay ko,"Chào anh. Dạ sản phẩm bên em có hỗ trợ góp trả trước 0đ nha anh. Để tham gia mình cần đủ từ 20 - 60 tuổi (đủ tuổi cả ngày tháng trên CMND) và có CMND, hộ khẩu (nếu có thêm hoá đơn điện thì lãi suất thấp hơn) ạ! Em kiểm tra Thửa đất số 2192 và 3496, tờ bản đồ số 01, TT. Bến Lức, H. Bến Lức, T. Long An (NGAY NGÃ TƯ CHINGLUH) bên em đang có máy. Mình có thể tham gia góp sản phẩm với giá sốc online nha anh. Mình nhấp vào mua góp tại giá sốc online để đặt hàng anh nhé. Xin chia sẻ thông tin đến anh."
520,em mua trả góp được ko ah,"Chào anh  Dạ, anh mua trả góp được anh nha. Anh cần có chứng minh nhân dân hộ khẩu/bằng lái xe, mình đủ 20 tuổi để mua trả góp. Không biết mình muốn trả trước bao nhiêu và góp trong mấy tháng ạ.  Mong nhận phản hồi sớm từ anh."
521,Giảm 2tr qua mastercard là mình chỉ thanh toán 18.990.000 hay thanh toán 20.990.000 rồi dc hoàn tiền lại 2tr,"Chào anh Nhựt, Dạ đối với ưu đãi giảm 2 triệu khi thanh toán qua thẻ Mastercard thì anh sẽ đăng ký trả góp bằng thẻ tín dụng với giá 18.990.000đ nha anh. Anh có thể phản hồi thông tin khu vực anh đang ở tại ô bình luận, bên em sẽ hỗ trợ kiểm tra hàng giúp anh, anh nhé.  Mong phản hồi từ anh! "
522,Máy iphone xr 64gb để qua đêm hao pin tầm 10% là sao ạ,"Chào bạn, Tuy bạn không dùng máy nhưng hệ điều hành vẫn chạy 24/24 nên không thể tránh khỏi tình trạng tụt pin như trên. Và đây là tình trạng chung của điện thoại smartphone nên bạn yên tâm là máy không có vấn đề gì. Để tiết kiệm pin hơn bạn nên tắt các kết nối như wifi, 3G, Bluetooth GPS khi không cần thiết và thoát các ứng dụng chạy ngầm thường xuyên, đặt độ sáng màn hình vừa phải là được bạn nhé.  Xin thông tin đến bạn."
523,Khách hàng cũ có giảm thêm đồng nào ko ad? :3,"Chào anh, Rất tiếc là em không có thông tin này anh nha. Nhưng anh có thể liên hệ với tổng đài 1800 1060 để được hỗ trợ tốt hơn anh nhé. Thông tin đến anh!"
524,Trả góp 0% có áp dụng không ạ,"Chào anh. Dạ anh mua giá  20.990.000₫ sản phẩm iPhone Xr 64G thì bên em sẽ hỗ trợ lãi suất 0% anh nha, còn nếu anh muốn mua giá 19.490.000₫  thì không áp dụng lãi suất 0% ạ. Và giá sốc online áp dụng siêu thị có hàng thôi không biết anh ở khu vực nào em kiểm tra  hàng cho anh nha, Thông tin đến anh."
525,Sao mình đặt máy màu Vàng ở Bình Định không được vậy QTV,"Chào anh ! Dạ em kiểm tra sản phẩm này đang tạm hết hàng ở khu vực này nha anh, nếu được thì anh có thể để lại thông tin số điện thoại, địa chỉ, bên em sẽ hỗ trợ đặt hàng cho anh, anh sẽ mua giá thường 20.990.000đ và mình nhận hàng sau 2 đến 7 ngày nha anh. Mong nhận được phản hồi từ anh."
526,Mình ở Thủ Đức tp HCM,"Chào anh ! Dạ máy còn hàng ở 2 siêu thị sau nha anh: 32 Quốc lộ 1K, P.Linh Xuân, Q.Thủ Đức, TP.HCM. 121 -123 Võ Văn Ngân, P.Linh Chiểu, Q.Thủ Đức, TP.HCM. Anh hãy đặt mua online giá sốc 19.490.000đ ở 1 trong 2 siêu thị này nha anh. Thông tin đến anh."
527,Nếu mua có hàng luôn ko?,"Chào anh ! Dạ trước tiên thì anh có thể nói cho em biết anh đang ở quận huyện, tỉnh nào để em kiểm tra xem còn hàng không anh nha.  Mong nhận được phản hồi từ anh."
528,Mua online 19.490.000 có nhập dc mã giảm giá 4% ko ạk,"Chào anh !  Dạ giá sốc online 19.490.000đ không áp dụng săn mã giảm giá nha anh, mong anh thông cảm nha. Thông tin đến anh."
529,Mua máy cũ có giảm giá ko ?,"Chào anh ! Dạ máy cũ không hỗ trợ giảm giá nha anh, mong anh thông cảm nha. Thông tin đến anh."
530,Xr có face id không ad,"Chào anh,  Dạ sản phẩm iPhone XR có hỗ trợ Face id ạ. Chia sẻ thông tin đến anh!"
531,Dùng thêm mastercard có dc giảm thêm 2 tr đcược ko ạ,Chào anh. Dạ đối với chương trình giá sốc online thì bên em không áp dụng ưu đãi khác như  giảm 2 triệu khi thanh toán qua thẻ Mastercard nha anh. Rất mong anh thông cảm. Anh có thể chia sẻ khu vực mình (thị xã/quận/huyện tỉnh/thành phố) để em kiểm tra hỗ trợ mình mua hàng anh nhé. Mong phản hồi sớm nhất từ anh.
532,"Cho mình hỏi, giảm 1,5tr xong có giảm thêm 4% không? Thanh toán bằng mastercard có được giảm thêm 2tr không?","Chào anh, Rất tiếc là không anh nha. Với mã giảm giá Valentine thì sẽ không áp dụng giảm giá 1,5 triệu và giảm giá qua Mastercard anh nhé. Mong anh thông cảm."
533,iPhone X 64GB có giảm giá không vậy,"Chào anh ! Dạ iPhone X 64GB ngày 14/2 đến 17/2 sẽ có chương trình mã giảm giá Valentine từ 3% đến 4% ạ, và giảm 50% tối đa 250.000đ qua Zalo Pay cho khách hàng mới nha anh, ngoài ra còn có ưu đãi gói bảo hành 2 năm (áp dụng đến 28/2) ạ. Thông tin đến anh."
534,"Mình từ thấy có km giảm 1.5tr ngày 14/02, vậy giá 20.990.000 là đã giảm chưa?","Chào anh Duy Dạ, anh ơi, giá 20.990.000đ thì chưa giảm ạ. Hiện tại khi anh mua hàng và nhận hàng ngày 14-17/02 thì sẽ được giảm 1.5 triệu nên giá sản phẩm chỉ còn  19.490.000đ.  Nếu mình quan tâm sản phẩm thì vui lòng cho em xin thông tin địa chỉ mình đang sống (huyện/thành phố) để em tìm kiếm hàng cụ thể.   Mong nhận phản hồi sớm từ anh."
535,"Cho em hỏi, hiện em đang góp bên HD Saison còn 1 tháng nữa là hết, giờ em muốn mua góp thêm có đc ko ạ?","Chào chị ! Dạ chị có thể đăng ký qua Home Credit và FE Credit ạ. Dạ chị ơi, chị đang có những giấy tờ gì như CMND, Hộ khẩu, Bằng lái xe, Hóa đơn điện và số tiền muốn đưa trước, số tháng chị muốn góp để em tìm gói trả góp phù hợp cho chị nha.  Mong nhận được phản hồi từ chị."
536,"Cho em hỏi em, bên shop có dán cường lực cho iphone xr không ạ","Chào chị,  Rất tiếc bên em không kinh doanh cường lực chị nhé, mong chị thông cảm ạ. Bên em có miếng dán chống trầy xước giá 50.000đ/1 mặt, từ lần thứ 2 mua với giá 30% giá mới chị nhé. Nếu chị quan tâm chị vui lòng mang máy đến siêu thị dán giúp em ạ.   Thông tin đến chị."
537,Chương trình giảm 2tr khi thanh toán qua Mastercard áp dụng đến khi nào vậy tgdđ?,Chào anh  Hiện tại bên em cũng chưa có thông tin chính xác khuyến mãi giảm  2 triệu thông qua mastercard khi nào kết thúc ạ. Nếu anh quan tâm sản phẩm thì anh vui lòng mua hàng sớm để hưởng khuyến mãi anh nha.  Chân thành cảm ơn anh!
538,Ad cho hỏi máy này có hổ trợ esim ko?,"Chào anh, Dạ máy có esim anh nhé. Thông tin đến anh !"
539,Thanh toán bằng thẻ visa có được giảm 2tr ko ạ?,"Chào chị, Rất tiếc không được chị nha. Sản phẩm chỉ được giảm 2 triệu khi thanh toán qua thẻ MasterCard chị nhé. Thông tin đến chị !"
540,Mình muốn mua xr trả trước 0d. Góp 12 tháng. Có được ko add? Nếu có thì mỗi tháng góp bao nhiêu? Với Ngân hàng nào? Cám ơn ad.,"Chào anh, Anh có thể góp mỗi tháng 2.326.000₫lãi suất 2.17% qua công ty tài chính FE Credit với CMND bản gốc (không quá 15 năm kể từ ngày cấp), sổ hộ khẩu(có tên mình) và hóa đơn điện, nếu ưng ý anh cho em xin số điện thoại em sẽ hỗ trợ anh mua hàng online nhanh chóng anh nhé. Mong phản hồi sớm từ anh!"
541,Trả góp qua mastercard có được giảm 2 triệu ko add,Chào anh ! Anh mua trả góp vẫn có giảm ngay 2 triệu khi thanh toán trước 100% giá trị sản phẩm qua thẻ tín dụng Mastercard nha anh. Thông tin đến anh.
542,Lỗi tắt màn hình là không còn nghe được cuộc gọi và bị thoát cuộc gọi trên đt XR trên mesenger có phải lỗi máy Ko v ạ ?,"Chào anh, Trường hợp này anh vui lòng cập nhật ứng dụng Messenger lên phiên bản mới nhất xem có khắc phục được không anh nhé  Thông tin đến anh ạ!"
543,Cho hỏi là bản này là 2 hay 1 sim vậy ạ,"Dạ chào anh,  Dạ máy trên hổ trợ 2 sim Nano SIM & eSIM đó anh nha. Nếu anh quan tâm anh vui lòng cho em xin cụ thể địa chỉ quận huyện, tỉnh thành anh đang ở để bên em nhanh chóng kiểm tra hàng giúp anh nha Mong phản hồi từ anh!"
